Market Price Type,Centre,Variety Name,Grade,Unit,Max Price,Average Price,Min. Price
Retail Price,"KOTA KINABALU, SABAH",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,7.00,7.00,6.00
Retail Price,"KOTA KINABALU, SABAH",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,7.00,6.00,6.00
Retail Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,12.00,12.00,10.00
Retail Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,10.00,10.00,9.00
Retail Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,9.00,8.00,8.00
Retail Price,"KOTA KINABALU, SABAH",BAWANG MERAH ROSE,F.A.Q,KG,13.00,12.00,12.00
Retail Price,"KOTA KINABALU, SABAH",BAWANG PUTIH (CHINA),F.A.Q,KG,10.00,9.00,9.00
Retail Price,"KOTA KINABALU, SABAH",BAYAM ,F.A.Q,KG,5.00,5.00,4.50
Retail Price,"KOTA KINABALU, SABAH",BELIMBING (B10),F.A.Q,KG,6.00,6.00,5.00
Retail Price,"KOTA KINABALU, SABAH",BETIK SEKAKI,F.A.Q,KG,3.50,3.50,3.00
Retail Price,"KOTA KINABALU, SABAH",BUNGA KANTAN,F.A.Q,TANGKAI,3.50,3.50,3.00
Retail Price,"KOTA KINABALU, SABAH",CILI HIJAU,F.A.Q,KG,17.00,17.00,16.00
Retail Price,"KOTA KINABALU, SABAH",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,16.00,16.00,15.00
Retail Price,"KOTA KINABALU, SABAH",CILI MERAH MINYAK,F.A.Q,KG,18.00,18.00,17.00
Retail Price,"KOTA KINABALU, SABAH",DAUN BAWANG,F.A.Q,KG,12.00,11.00,10.00
Retail Price,"KOTA KINABALU, SABAH",DAUN SUP (TANAH TINGGI),F.A.Q,KG,12.00,12.00,11.00
Retail Price,"KOTA KINABALU, SABAH",KACANG BENDI,F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KOTA KINABALU, SABAH",KACANG BUNCIS,F.A.Q,KG,9.50,9.00,9.00
Retail Price,"KOTA KINABALU, SABAH",KACANG PANJANG HIJAU,F.A.Q,KG,6.00,6.00,5.00
Retail Price,"KOTA KINABALU, SABAH",KANGKUNG,F.A.Q,KG,5.00,4.00,4.00
Retail Price,"KOTA KINABALU, SABAH",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.00
Retail Price,"KOTA KINABALU, SABAH",KELAPA PARUT,F.A.Q,KG,7.00,7.00,6.00
Retail Price,"KOTA KINABALU, SABAH",KETOLA / PETOLA SEGI,F.A.Q,KG,5.00,5.00,4.50
Retail Price,"KOTA KINABALU, SABAH",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,6.00,6.00,5.00
Retail Price,"KOTA KINABALU, SABAH",PISANG BERANGAN,F.A.Q,KG,3.50,3.50,3.00
Retail Price,"KOTA KINABALU, SABAH",PISANG MAS,F.A.Q,KG,4.00,4.00,3.50
Retail Price,"KOTA KINABALU, SABAH",SANTAN BIASA,F.A.Q,KG,9.00,8.00,8.00
Retail Price,"KOTA KINABALU, SABAH",SANTAN PEKAT,F.A.Q,KG,10.00,10.00,9.50
Retail Price,"KOTA KINABALU, SABAH",SAWI HIJAU,F.A.Q,KG,7.00,7.00,6.00
Retail Price,"KOTA KINABALU, SABAH",TELUR AYAM,A,BIJI,0.48,0.48,0.47
Retail Price,"KOTA KINABALU, SABAH",TELUR AYAM,B,BIJI,0.47,0.47,0.46
Retail Price,"KOTA KINABALU, SABAH",TELUR AYAM,C,BIJI,0.46,0.46,0.45
Retail Price,"KOTA KINABALU, SABAH",TEMBIKAI MERAH,F.A.Q,KG,3.50,3.50,3.00
Retail Price,"KOTA KINABALU, SABAH",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.60,3.60,3.50
Retail Price,"KOTA KINABALU, SABAH",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,5.00,5.00,4.50
Retail Price,"KOTA KINABALU, SABAH",TIMUN HIJAU ,F.A.Q,KG,4.50,4.50,4.00
Retail Price,"KOTA KINABALU, SABAH",TOMATO (TANAH TINGGI),F.A.Q,KG,9.00,8.00,8.00
Retail Price,"KOTA KINABALU, SABAH",UBI KENTANG HOLLAND,F.A.Q,KG,5.00,4.50,4.50
Retail Price,"KUCHING, SARAWAK",AYAM HIDUP,F.A.Q,KG,8.70,8.60,8.50
Retail Price,"KUCHING, SARAWAK",AYAM PROSES STANDARD,F.A.Q,KG,9.30,9.30,9.30
Retail Price,"KUCHING, SARAWAK",AYAM PROSES SUPER,F.A.Q,KG,12.00,11.50,11.00
Retail Price,"KUCHING, SARAWAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,3.60,3.60,3.60
Retail Price,"KUCHING, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUCHING, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,8.00,7.50,7.00
Retail Price,"KUCHING, SARAWAK",BAWANG MERAH ROSE,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUCHING, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,KG,9.00,8.50,8.00
Retail Price,"KUCHING, SARAWAK",BAYAM ,F.A.Q,KG,8.00,7.50,7.00
Retail Price,"KUCHING, SARAWAK",BELIMBING (B10),F.A.Q,KG,6.00,5.50,5.00
Retail Price,"KUCHING, SARAWAK",BETIK SEKAKI,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KUCHING, SARAWAK",BUNGA KANTAN,F.A.Q,TANGKAI,1.00,0.95,0.90
Retail Price,"KUCHING, SARAWAK",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,25.00,25.00,25.00
Retail Price,"KUCHING, SARAWAK",DAUN BAWANG,F.A.Q,KG,30.00,30.00,30.00
Retail Price,"KUCHING, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,30.00,29.00,28.00
Retail Price,"KUCHING, SARAWAK",KACANG BENDI,F.A.Q,KG,14.00,13.00,12.00
Retail Price,"KUCHING, SARAWAK",KACANG BUNCIS,F.A.Q,KG,14.00,14.00,14.00
Retail Price,"KUCHING, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"KUCHING, SARAWAK",KANGKUNG,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"KUCHING, SARAWAK",KELAPA DIKUPAS,SEDANG,BIJI,1.50,1.40,1.30
Retail Price,"KUCHING, SARAWAK",KELAPA PARUT,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUCHING, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,KG,10.00,9.00,8.00
Retail Price,"KUCHING, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUCHING, SARAWAK",PISANG BERANGAN,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUCHING, SARAWAK",PISANG MAS,F.A.Q,KG,3.50,3.50,3.50
Retail Price,"KUCHING, SARAWAK",SANTAN BIASA,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"KUCHING, SARAWAK",SANTAN PEKAT,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"KUCHING, SARAWAK",SAWI HIJAU,F.A.Q,KG,13.00,12.00,11.00
Retail Price,"KUCHING, SARAWAK",TELUR AYAM,A,BIJI,0.45,0.45,0.45
Retail Price,"KUCHING, SARAWAK",TELUR AYAM,B,BIJI,0.43,0.43,0.43
Retail Price,"KUCHING, SARAWAK",TELUR AYAM,C,BIJI,0.41,0.41,0.41
Retail Price,"KUCHING, SARAWAK",TEMBIKAI MERAH,F.A.Q,KG,5.50,5.50,5.50
Retail Price,"KUCHING, SARAWAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,5.50,5.50,5.50
Retail Price,"KUCHING, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,9.00,9.00,9.00
Retail Price,"KUCHING, SARAWAK",TIMUN HIJAU ,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUCHING, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,KG,9.00,8.50,8.00
Retail Price,"KUCHING, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,KG,3.50,3.20,3.00
Retail Price,"SIBU, SARAWAK",AYAM HIDUP,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"SIBU, SARAWAK",AYAM PROSES STANDARD,F.A.Q,KG,9.50,9.50,9.50
Retail Price,"SIBU, SARAWAK",AYAM PROSES SUPER,F.A.Q,KG,10.30,10.30,10.30
Retail Price,"SIBU, SARAWAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,3.30,3.30,3.30
Retail Price,"SIBU, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.50,4.50,4.50
Retail Price,"SIBU, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"SIBU, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,KG,7.00,7.00,7.00
Retail Price,"SIBU, SARAWAK",BAYAM ,F.A.Q,KG,7.10,7.10,7.10
Retail Price,"SIBU, SARAWAK",BELIMBING (B10),F.A.Q,KG,9.00,9.00,9.00
Retail Price,"SIBU, SARAWAK",BETIK SEKAKI,F.A.Q,KG,5.50,5.50,5.50
Retail Price,"SIBU, SARAWAK",CILI HIJAU,F.A.Q,KG,11.00,11.00,11.00
Retail Price,"SIBU, SARAWAK",CILI MERAH MINYAK,F.A.Q,KG,21.00,21.00,21.00
Retail Price,"SIBU, SARAWAK",DAUN BAWANG,F.A.Q,KG,22.00,22.00,22.00
Retail Price,"SIBU, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,25.00,25.00,25.00
Retail Price,"SIBU, SARAWAK",KACANG BENDI,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"SIBU, SARAWAK",KACANG BUNCIS,F.A.Q,KG,13.50,13.50,13.50
Retail Price,"SIBU, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"SIBU, SARAWAK",KANGKUNG,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"SIBU, SARAWAK",KELAPA PARUT,F.A.Q,KG,6.50,6.50,6.50
Retail Price,"SIBU, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,KG,7.10,7.10,7.10
Retail Price,"SIBU, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,KG,5.00,5.00,5.00
Retail Price,"SIBU, SARAWAK",PISANG BERANGAN,F.A.Q,KG,5.50,5.50,5.50
Retail Price,"SIBU, SARAWAK",PISANG MAS,F.A.Q,KG,5.90,5.90,5.90
Retail Price,"SIBU, SARAWAK",SAWI HIJAU,F.A.Q,KG,8.90,8.90,8.90
Retail Price,"SIBU, SARAWAK",TELUR AYAM,A,BIJI,0.45,0.45,0.45
Retail Price,"SIBU, SARAWAK",TELUR AYAM,B,BIJI,0.42,0.42,0.42
Retail Price,"SIBU, SARAWAK",TELUR AYAM,C,BIJI,0.41,0.41,0.41
Retail Price,"SIBU, SARAWAK",TEMBIKAI MERAH,F.A.Q,KG,4.90,4.90,4.90
Retail Price,"SIBU, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,9.00,9.00,9.00
Retail Price,"SIBU, SARAWAK",TIMUN HIJAU ,F.A.Q,KG,3.10,3.10,3.10
Retail Price,"SIBU, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,KG,6.90,6.90,6.90
Retail Price,"SIBU, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,KG,2.90,2.90,2.90
Retail Price,"MIRI, SARAWAK",AYAM PROSES STANDARD,F.A.Q,KG,9.30,9.30,9.30
Retail Price,"MIRI, SARAWAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"MIRI, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,5.00,5.00,5.00
Retail Price,"MIRI, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,15.00,15.00,15.00
Retail Price,"MIRI, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,KG,7.00,7.00,7.00
Retail Price,"MIRI, SARAWAK",BAYAM ,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"MIRI, SARAWAK",BELIMBING (B10),F.A.Q,KG,8.00,8.00,8.00
Retail Price,"MIRI, SARAWAK",BETIK SEKAKI,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"MIRI, SARAWAK",BUNGA KANTAN,F.A.Q,TANGKAI,3.00,3.00,3.00
Retail Price,"MIRI, SARAWAK",CILI HIJAU,F.A.Q,KG,20.00,20.00,20.00
Retail Price,"MIRI, SARAWAK",CILI MERAH MINYAK,F.A.Q,KG,28.00,28.00,28.00
Retail Price,"MIRI, SARAWAK",DAUN BAWANG,F.A.Q,KG,15.00,15.00,15.00
Retail Price,"MIRI, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,13.00,13.00,13.00
Retail Price,"MIRI, SARAWAK",KACANG BENDI,F.A.Q,KG,9.00,9.00,9.00
Retail Price,"MIRI, SARAWAK",KACANG BUNCIS,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"MIRI, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"MIRI, SARAWAK",KANGKUNG,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"MIRI, SARAWAK",KELAPA DIKUPAS,SEDANG,BIJI,3.00,3.00,3.00
Retail Price,"MIRI, SARAWAK",KELAPA PARUT,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"MIRI, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"MIRI, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"MIRI, SARAWAK",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"MIRI, SARAWAK",PISANG BERANGAN,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"MIRI, SARAWAK",PISANG MAS,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"MIRI, SARAWAK",SANTAN BIASA,F.A.Q,KG,10.00,10.00,10.00
Retail Price,"MIRI, SARAWAK",SAWI HIJAU,F.A.Q,KG,15.00,15.00,15.00
Retail Price,"MIRI, SARAWAK",TELUR AYAM,A,BIJI,0.46,0.46,0.46
Retail Price,"MIRI, SARAWAK",TELUR AYAM,B,BIJI,0.43,0.43,0.43
Retail Price,"MIRI, SARAWAK",TELUR AYAM,C,BIJI,0.41,0.41,0.41
Retail Price,"MIRI, SARAWAK",TEMBIKAI MERAH,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"MIRI, SARAWAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"MIRI, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"MIRI, SARAWAK",TIMUN HIJAU ,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"MIRI, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"MIRI, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,KG,3.00,3.00,3.00
Retail Price,W.P. KUALA LUMPUR,AYAM HIDUP,F.A.Q,KG,9.00,9.00,9.00
Retail Price,W.P. KUALA LUMPUR,AYAM PROSES STANDARD,F.A.Q,KG,11.00,11.00,11.00
Retail Price,W.P. KUALA LUMPUR,BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.00,3.75,3.50
Retail Price,W.P. KUALA LUMPUR,BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.00,4.00,4.00
Retail Price,W.P. KUALA LUMPUR,BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,W.P. KUALA LUMPUR,BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,6.00,6.00,6.00
Retail Price,W.P. KUALA LUMPUR,BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,6.00,6.00,6.00
Retail Price,W.P. KUALA LUMPUR,BAWANG MERAH / KECIL (THAI),F.A.Q,KG,14.00,14.00,14.00
Retail Price,W.P. KUALA LUMPUR,BAWANG MERAH ROSE,F.A.Q,KG,9.00,8.50,8.00
Retail Price,W.P. KUALA LUMPUR,BAWANG PUTIH (CHINA),F.A.Q,KG,10.00,10.00,10.00
Retail Price,W.P. KUALA LUMPUR,BAYAM ,F.A.Q,KG,6.00,6.00,6.00
Retail Price,W.P. KUALA LUMPUR,BELIMBING (B10),F.A.Q,KG,5.00,5.00,5.00
Retail Price,W.P. KUALA LUMPUR,BETIK SEKAKI,F.A.Q,KG,5.00,5.00,5.00
Retail Price,W.P. KUALA LUMPUR,BUNGA KANTAN,F.A.Q,TANGKAI,1.50,1.50,1.50
Retail Price,W.P. KUALA LUMPUR,CILI HIJAU,F.A.Q,KG,12.00,12.00,12.00
Retail Price,W.P. KUALA LUMPUR,CILI MERAH (CHINA),F.A.Q,KG,12.00,12.00,12.00
Retail Price,W.P. KUALA LUMPUR,CILI MERAH (THAILAND),F.A.Q,KG,12.00,12.00,12.00
Retail Price,W.P. KUALA LUMPUR,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,16.00,15.00,14.00
Retail Price,W.P. KUALA LUMPUR,CILI MERAH MINYAK,F.A.Q,KG,12.00,12.00,12.00
Retail Price,W.P. KUALA LUMPUR,DAUN BAWANG,F.A.Q,KG,12.00,12.00,12.00
Retail Price,W.P. KUALA LUMPUR,DAUN SUP (TANAH TINGGI),F.A.Q,KG,15.00,15.00,15.00
Retail Price,W.P. KUALA LUMPUR,KACANG BENDI,F.A.Q,KG,13.00,13.00,13.00
Retail Price,W.P. KUALA LUMPUR,KACANG BUNCIS,F.A.Q,KG,18.00,16.50,15.00
Retail Price,W.P. KUALA LUMPUR,KACANG PANJANG HIJAU,F.A.Q,KG,12.00,12.00,12.00
Retail Price,W.P. KUALA LUMPUR,KANGKUNG,F.A.Q,KG,6.00,6.00,6.00
Retail Price,W.P. KUALA LUMPUR,KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.50
Retail Price,W.P. KUALA LUMPUR,KELAPA PARUT,F.A.Q,KG,9.00,9.00,9.00
Retail Price,W.P. KUALA LUMPUR,KETOLA / PETOLA SEGI,F.A.Q,KG,10.00,10.00,10.00
Retail Price,W.P. KUALA LUMPUR,KUBIS BULAT (CHINA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,W.P. KUALA LUMPUR,KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,6.00,5.50,5.00
Retail Price,W.P. KUALA LUMPUR,PISANG BERANGAN,F.A.Q,KG,5.00,5.00,5.00
Retail Price,W.P. KUALA LUMPUR,PISANG MAS,F.A.Q,KG,5.00,5.00,5.00
Retail Price,W.P. KUALA LUMPUR,SANTAN BIASA,F.A.Q,KG,7.00,7.00,7.00
Retail Price,W.P. KUALA LUMPUR,SANTAN PEKAT,F.A.Q,KG,14.00,14.00,14.00
Retail Price,W.P. KUALA LUMPUR,SAWI HIJAU,F.A.Q,KG,10.00,10.00,10.00
Retail Price,W.P. KUALA LUMPUR,TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,W.P. KUALA LUMPUR,TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,W.P. KUALA LUMPUR,TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,W.P. KUALA LUMPUR,TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.00,4.00,4.00
Retail Price,W.P. KUALA LUMPUR,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,10.00,10.00,10.00
Retail Price,W.P. KUALA LUMPUR,TIMUN HIJAU ,F.A.Q,KG,7.00,7.00,7.00
Retail Price,W.P. KUALA LUMPUR,TOMATO (TANAH TINGGI),F.A.Q,KG,5.00,5.00,5.00
Retail Price,W.P. KUALA LUMPUR,UBI KENTANG HOLLAND,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"LABUAN, W.P. LABUAN",AYAM PROSES STANDARD,F.A.Q,KG,10.80,10.80,10.80
Retail Price,"LABUAN, W.P. LABUAN",AYAM PROSES SUPER,F.A.Q,KG,11.80,11.80,11.80
Retail Price,"LABUAN, W.P. LABUAN",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,6.00,5.50,5.00
Retail Price,"LABUAN, W.P. LABUAN",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"LABUAN, W.P. LABUAN",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,12.00,11.00,10.00
Retail Price,"LABUAN, W.P. LABUAN",BAWANG PUTIH (CHINA),F.A.Q,KG,10.00,10.00,10.00
Retail Price,"LABUAN, W.P. LABUAN",BAYAM ,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"LABUAN, W.P. LABUAN",BELIMBING (B10),F.A.Q,KG,5.00,5.00,5.00
Retail Price,"LABUAN, W.P. LABUAN",BETIK SEKAKI,F.A.Q,KG,3.50,3.25,3.00
Retail Price,"LABUAN, W.P. LABUAN",BUNGA KANTAN,F.A.Q,TANGKAI,2.00,2.00,2.00
Retail Price,"LABUAN, W.P. LABUAN",CILI HIJAU,F.A.Q,KG,18.00,18.00,18.00
Retail Price,"LABUAN, W.P. LABUAN",CILI MERAH MINYAK,F.A.Q,KG,22.00,22.00,22.00
Retail Price,"LABUAN, W.P. LABUAN",DAUN BAWANG,F.A.Q,KG,18.00,18.00,18.00
Retail Price,"LABUAN, W.P. LABUAN",DAUN SUP (TANAH TINGGI),F.A.Q,KG,17.00,16.00,15.00
Retail Price,"LABUAN, W.P. LABUAN",KACANG BENDI,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"LABUAN, W.P. LABUAN",KACANG BUNCIS,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"LABUAN, W.P. LABUAN",KACANG PANJANG HIJAU,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"LABUAN, W.P. LABUAN",KANGKUNG,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"LABUAN, W.P. LABUAN",KELAPA DIKUPAS,SEDANG,BIJI,2.00,2.00,2.00
Retail Price,"LABUAN, W.P. LABUAN",KELAPA PARUT,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"LABUAN, W.P. LABUAN",KETOLA / PETOLA SEGI,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"LABUAN, W.P. LABUAN",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,6.00,5.50,5.00
Retail Price,"LABUAN, W.P. LABUAN",PISANG BERANGAN,F.A.Q,KG,5.00,4.50,4.00
Retail Price,"LABUAN, W.P. LABUAN",PISANG MAS,F.A.Q,KG,4.00,3.50,3.00
Retail Price,"LABUAN, W.P. LABUAN",SANTAN PEKAT,F.A.Q,KG,12.00,12.00,12.00
Retail Price,"LABUAN, W.P. LABUAN",SAWI HIJAU,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"LABUAN, W.P. LABUAN",TELUR AYAM,A,BIJI,0.49,0.49,0.49
Retail Price,"LABUAN, W.P. LABUAN",TELUR AYAM,B,BIJI,0.48,0.48,0.48
Retail Price,"LABUAN, W.P. LABUAN",TELUR AYAM,C,BIJI,0.47,0.47,0.47
Retail Price,"LABUAN, W.P. LABUAN",TEMBIKAI MERAH,F.A.Q,KG,3.00,2.75,2.50
Retail Price,"LABUAN, W.P. LABUAN",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.00,3.75,3.50
Retail Price,"LABUAN, W.P. LABUAN",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.00,8.00,8.00
Retail Price,"LABUAN, W.P. LABUAN",TIMUN HIJAU ,F.A.Q,KG,4.50,4.25,4.00
Retail Price,"LABUAN, W.P. LABUAN",TOMATO (TANAH TINGGI),F.A.Q,KG,10.00,10.00,10.00
Retail Price,"LABUAN, W.P. LABUAN",UBI KENTANG HOLLAND,F.A.Q,KG,5.00,4.50,4.00
